Company,QuarterDate,working_capital_to_total_assets,retained_earnings_to_total_assets,ebit_to_total_assets,mve_to_total_liabilities,sales_to_total_assets,current_ratio,debt_to_equity_ratio,net_profit_margin,z_score,z_score_next_quarter
TJL.N0000,3/31/2021,0.2716,0.215,0.082,1.3507855,0.2724,1.8542,0.0903,0.0912,1.9804,1.7566
TJL.N0000,6/30/2021,0.2948,0.2022,0.0113,1.4069449,0.2383,1.8282,0.1183,0.0506,1.7566,2.774
TJL.N0000,9/30/2021,0.2737,0.1964,0.037,2.9311023,0.2898,1.7335,0.1749,0.0924,2.774,1.7227
TJL.N0000,12/31/2021,0.2852,0.1601,0.0306,1.3979343,0.2166,1.8939,0.1918,0.0853,1.7227,1.4818
TJL.N0000,3/31/2022,0.296,0.1551,0.0293,1.034765,0.1919,1.781,0.2237,0.0876,1.4818,1.6137
TJL.N0000,6/30/2022,0.3364,0.1441,0.0224,1.1353613,0.2531,2.3278,0.1691,0.1,1.6137,1.5849
TJL.N0000,9/30/2022,0.2646,0.1582,0.0317,1.0824966,0.2918,1.8994,0.1905,0.1237,1.5849,2.262
TJL.N0000,12/31/2022,0.3859,0.1816,0.0145,2.0966525,0.2388,2.2334,0.1252,0.1528,2.262,2.1082
TJL.N0000,3/31/2023,0.3683,0.2045,0.009,1.8374119,0.2478,2.3555,0.4374,0.0916,2.1082,2.2845
TJL.N0000,6/30/2023,0.3778,0.2245,0.0077,2.1234693,0.2173,2.4993,0.0533,0.0178,2.2845,2.1121
TJL.N0000,9/30/2023,0.3644,0.2063,0.0266,1.7635682,0.2401,2.2087,0.3832,0.0948,2.1121,2.3969
TJL.N0000,12/31/2023,0.3929,0.2355,0.0335,2.0799061,0.2372,2.5288,0.4116,0.0796,2.3969,2.9013
TJL.N0000,3/31/2024,0.4177,0.2652,0.0941,2.4549782,0.2453,2.7675,0.3839,0.0715,2.9013,2.7304
TJL.N0000,6/30/2024,0.4035,0.2565,0.0086,2.7005784,0.2384,2.6807,0.0555,0.0307,2.7304,2.8901
TJL.N0000,9/30/2024,0.3866,0.2751,0.019,2.863219,0.2604,2.7411,0.055,0.0497,2.8901,4.0162
TJL.N0000,12/31/2024,0.3996,0.2906,0.0513,3.6910891,0.7459,2.7981,0.0474,0.0496,4.0162,3.1705
TJL.N0000,3/31/2025,0.4087,0.2739,0.0714,3.0340339,0.2406,2.7593,0.219,0.0512,3.1705,2.982
TJL.N0000,6/30/2025,0.3933,0.2621,0.0031,3.2119807,0.2057,2.7224,0.3796,0.0158,2.982,2.7827
